epoch,train_recall,test_recall,train_loss,val_loss
0.0,0.1166771173524737,0.1137135462577418,0.2485683113336563,0.1933057308197021
1.0,0.1345714837469912,0.1304206666305859,0.2104368358850479,0.1523422002792358
2.0,0.1402431454180285,0.1349968457075287,0.2754960060119629,0.1803686767816543
3.0,0.142621882918144,0.1374581108945494,0.2232091575860977,0.1605731695890426
4.0,0.1492872450263359,0.1420259434222781,0.1963074207305908,0.1349766701459884
5.0,0.1557806379722737,0.1495238238074069,0.1411407142877578,0.09711205214262
6.0,0.1632469577092194,0.153955701876763,0.2119434475898742,0.146968200802803
7.0,0.1641192842577267,0.1551146623196378,0.2042919844388961,0.1385393887758255
8.0,0.1685461448087516,0.1570892259159527,0.205734521150589,0.1407529860734939
9.0,0.1653592700148015,0.1570286721133079,0.1884258687496185,0.1243217960000038
10.0,0.173363845552136,0.1603327797757108,0.1843606978654861,0.1281882673501968
11.0,0.1790228774507065,0.1651255386028894,0.1889029741287231,0.1247700825333595
12.0,0.1779355519399554,0.1649117435649706,0.1919226050376892,0.1370147317647934
13.0,0.1759128321930239,0.1637357769827192,0.1814797222614288,0.1161440908908844
14.0,0.1806214203254608,0.1687408651415131,0.2117936909198761,0.1463866382837295
15.0,0.1825865973913825,0.1701398846134375,0.1503536999225616,0.0966569930315017
16.0,0.1790828055728332,0.1666790566217119,0.1736698597669601,0.1329275220632553
17.0,0.1844604605973788,0.1707688159454748,0.1374876797199249,0.1010002717375755
18.0,0.1826973884772987,0.1701955462625106,0.1283223778009414,0.0915159583091735
19.0,0.1839800828982888,0.170210646135267,0.154358223080635,0.0998161137104034
20.0,0.1880339893258009,0.1743881608471311,0.163584679365158,0.097918264567852
21.0,0.1879506187131593,0.1734271665901887,0.145821139216423,0.099519170820713
22.0,0.1895559980037145,0.1733779780185291,0.1180688217282295,0.0735855624079704
23.0,0.1943324047482217,0.1791428019782181,0.1685664504766464,0.1124228909611702
24.0,0.1909645653746395,0.1776950520745619,0.1325537860393524,0.1006875932216644
25.0,0.189990331180237,0.1739759727131571,0.215967521071434,0.1319886744022369
26.0,0.1949147372709448,0.1796462448918262,0.1312030553817749,0.0932206809520721
27.0,0.1930149274204849,0.1775695640592026,0.2057912647724151,0.1457106918096542
28.0,0.1918853177954457,0.1766820086995155,0.1560503989458084,0.1060076132416725
29.0,0.1924628137445521,0.1780768459246456,0.1557913720607757,0.1103583499789238
30.0,0.1973658907952899,0.1810716086171139,0.2018671482801437,0.1420864313840866
31.0,0.1924015603817458,0.1780605024193916,0.1650258153676986,0.1136010959744453
32.0,0.1959326649831321,0.1817287549992144,0.1699292957782745,0.119165226817131
33.0,0.1996181442831655,0.1827880532275039,0.1538795083761215,0.1045713201165199
34.0,0.1977305882062496,0.1809823721508635,0.20379538834095,0.1232122927904129
35.0,0.1967579502022385,0.1799423002239277,0.1958317905664444,0.1249096468091011
36.0,0.1976213079628292,0.1793054337416919,0.1145574450492858,0.0881257355213165
37.0,0.2004397908981221,0.1817039201836946,0.2121235281229019,0.1556529700756073
38.0,0.1984152525753355,0.1787690656445077,0.0775584131479263,0.0607164278626441
39.0,0.1989030522337093,0.1839682727300583,0.1947804540395736,0.1259642392396927
40.0,0.1970347031375706,0.181872851165339,0.1494097411632537,0.0912564992904663
41.0,0.1994742059994036,0.1842361005675707,0.1202033385634422,0.0855156704783439
42.0,0.20449086194249,0.1858018520730985,0.1741857677698135,0.1200748160481453
43.0,0.1994419878288927,0.1802909822187466,0.2084811776876449,0.1361715942621231
44.0,0.2018068602201312,0.1862053528058058,0.2033144831657409,0.1329865604639053
