epoch,train_recall,test_recall,train_loss,val_loss
0,0.010005159864949088,0.02010258251399413,"tensor(0.6873, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.6693, device='cuda:0')"
0,0.029769833532524336,0.03351563853526703,"tensor(0.6565, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.6463, device='cuda:0')"
0,0.03352281803949171,0.026352373420964085,"tensor(0.6066, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.6015, device='cuda:0')"
0,0.03570809725901399,0.030504400426168927,"tensor(0.5937, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5891, device='cuda:0')"
0,0.03805677447322142,0.03110348448249164,"tensor(0.5795, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5763, device='cuda:0')"
0,0.038731637157306674,0.031257128176600674,"tensor(0.5719, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5693, device='cuda:0')"
0,0.038907354474067686,0.03073941788584207,"tensor(0.5568, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5542, device='cuda:0')"
0,0.04066837731004522,0.030832658567366802,"tensor(0.5524, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5497, device='cuda:0')"
0,0.041220929078935334,0.02998688471626158,"tensor(0.5545, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5523, device='cuda:0')"
0,0.042947480993276686,0.029129429979809027,"tensor(0.5544, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5521, device='cuda:0')"
0,0.04434377740891488,0.030212550832879922,"tensor(0.5508, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5468, device='cuda:0')"
0,0.046482932462510514,0.02930932153137132,"tensor(0.5260, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5233, device='cuda:0')"
0,0.04609681383868981,0.028433123442206824,"tensor(0.5453, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5419, device='cuda:0')"
0,0.04763015995173071,0.0301487925173026,"tensor(0.5491, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5456, device='cuda:0')"
0,0.048449000555496974,0.031184634478208018,"tensor(0.5277, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5255, device='cuda:0')"
0,0.048685376874833985,0.030917247176801783,"tensor(0.5399, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5373, device='cuda:0')"
0,0.04907154069949371,0.030485445007600788,"tensor(0.5007, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4986, device='cuda:0')"
0,0.04938074804684016,0.029229150691648127,"tensor(0.5161, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5145, device='cuda:0')"
0,0.049446350337068866,0.02888792386955929,"tensor(0.5212, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5167, device='cuda:0')"
0,0.05023452826235985,0.02812217497838109,"tensor(0.5185, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5162, device='cuda:0')"
0,0.050164593303430136,0.028146478953127895,"tensor(0.5174, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5140, device='cuda:0')"
0,0.05151755476615848,0.027368593707636207,"tensor(0.5385, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5346, device='cuda:0')"
0,0.05270063738730347,0.028555191975025488,"tensor(0.4945, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4916, device='cuda:0')"
0,0.05233349042563643,0.029223590806763358,"tensor(0.5049, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5029, device='cuda:0')"
0,0.05429498253089809,0.028663640782347732,"tensor(0.5244, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5213, device='cuda:0')"
0,0.05302145026859878,0.0275885411389967,"tensor(0.5045, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5014, device='cuda:0')"
0,0.054220778383638486,0.030927813192430466,"tensor(0.5096, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5062, device='cuda:0')"
0,0.05424344664469074,0.03135739293576186,"tensor(0.5022, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4972, device='cuda:0')"
0,0.05331207414425191,0.03009786418356636,"tensor(0.5027, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4992, device='cuda:0')"
0,0.0548962601411231,0.03174633401263532,"tensor(0.5094, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5024, device='cuda:0')"
0,0.05622970548518936,0.030621660830677917,"tensor(0.5082, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5019, device='cuda:0')"
0,0.05705899688768594,0.028850569824276855,"tensor(0.4923, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4869, device='cuda:0')"
0,0.05720388602672331,0.027798512079054778,"tensor(0.5158, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5087, device='cuda:0')"
0,0.05788990300228447,0.030042862309937305,"tensor(0.4774, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4746, device='cuda:0')"
0,0.057414378649956146,0.030837516281000968,"tensor(0.4953, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4933, device='cuda:0')"
0,0.05763993303768131,0.03136387458316821,"tensor(0.5007, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4985, device='cuda:0')"
0,0.058218823589163464,0.02968941228367275,"tensor(0.4930, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4903, device='cuda:0')"
0,0.05803770490029309,0.027876022990998634,"tensor(0.4832, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4808, device='cuda:0')"
