epoch,train_k@20,train_k@40,train_k@80,train_k@100,train_k@200,train_k@300,test_k@20,test_k@40,test_k@80,test_k@100,test_k@200,test_k@300,train_loss,val_loss
216,0.21730976869321292,0.3450221454784705,0.49947728601075997,0.5521907216915761,0.7129147575433981,0.7985363213626488,0.19536503328888888,0.31157159034538845,0.4566038562625547,0.5057400530883602,0.65877170132462,0.7430017991763437,0.10483978688716888,0.13333246111869812
218,0.2151919270990914,0.34240295388466857,0.49765901039769345,0.5506514329975108,0.7119298142724676,0.7975474748714624,0.19222498542328573,0.30966872064803713,0.45323601040290173,0.5030744578066706,0.6561737357499299,0.740254125256126,0.09934926778078079,0.13601577281951904
220,0.2137558106036941,0.341398675414874,0.4969148881597632,0.5496078864642728,0.7113476981485082,0.7965604148811288,0.1929370300804814,0.3114129138807476,0.45540811494533395,0.5039594396976317,0.6580440431740461,0.741842524701765,0.10050056874752045,0.14747947454452515
222,0.2174442136559977,0.34575109577352686,0.4996152967953819,0.5521939254170964,0.7128748238469214,0.7987242283443529,0.19488128211380965,0.3124435667368833,0.45752435486210274,0.5078794385765255,0.6600814599939139,0.7437182322567063,0.10516572743654251,0.14207059144973755
224,0.21499832463275642,0.3432025574190735,0.4988794017970904,0.5509490539096524,0.7126138956909752,0.7979467082547893,0.19261522504277367,0.3110349124016531,0.4576071015365159,0.5061545956860501,0.66009129142017,0.7426314421223082,0.1020699217915535,0.14337924122810364
226,0.21552469457185228,0.3416344339226116,0.49616527701527174,0.547951033965996,0.7121447487853405,0.7971838892699538,0.1924852526050083,0.3087128517265727,0.4535501146330456,0.50211454004626,0.656682001475298,0.7417215066422516,0.10118947923183441,0.13205885887145996
228,0.21473299983246297,0.3429394925437967,0.49740152787296565,0.5496005959890381,0.712059843345303,0.7968370699420024,0.19208685556134963,0.30924241091760113,0.45236501037943255,0.5023971850158226,0.6559992691556081,0.7422876942368007,0.1004859060049057,0.1341891884803772
230,0.21313037823238767,0.34199678060697103,0.49746213716536253,0.5510719077518236,0.7126766337422425,0.7981974537808203,0.19292116758696634,0.3094344377682884,0.4559071253990167,0.5050416252386266,0.6594771891851781,0.7442372325116609,0.0991387665271759,0.1299085021018982
232,0.2148559513589523,0.3420236689498322,0.49567224228699347,0.5496496241591698,0.7121483380896783,0.7973972061124975,0.19179844458291512,0.31033496507976344,0.4532123670734122,0.5026352548848411,0.6573198128330988,0.7418661629453105,0.09242710471153259,0.14895205199718475
234,0.21278332388016083,0.3416134970364126,0.49699444987433605,0.5509475639535127,0.7131683682691415,0.7979285452815701,0.19295889436858493,0.31249401969560564,0.4559468935721737,0.5051460924160954,0.6595916497941651,0.7439094977905085,0.10108163952827454,0.143075630068779
236,0.21695997223145644,0.34402738399906463,0.49832080647879967,0.5511789448087181,0.7127193541996371,0.7976476695063627,0.1939983537126443,0.310003367750642,0.4558038861209974,0.505764279111257,0.6590701151478117,0.7437496348772683,0.10378329455852509,0.13916435837745667
238,0.2134907407106282,0.34109773702565016,0.49484099699417694,0.5477589550195106,0.7101652726589898,0.7957137123861552,0.19187920435761976,0.31013050140724885,0.4523507140352664,0.5027184540079426,0.6569568546674245,0.7435884210118612,0.10971905291080475,0.13503769040107727
