epoch,train_k@20,train_k@40,train_k@80,train_k@100,train_k@200,train_k@300,test_k@20,test_k@40,test_k@80,test_k@100,test_k@200,test_k@300,train_loss,val_loss
28,0.1926440998229909,0.3139115624577539,0.4653885564040222,0.519604991241515,0.6856689597827581,0.7752040975028318,0.17726656511418995,0.2907239007007014,0.4323841699690765,0.4831162183132073,0.6438211009933682,0.7312549934017835,0.1133827343583107,0.1456393003463745
30,0.19739491905196604,0.31851195910933494,0.46934922202007257,0.5226232466774405,0.6870454020541796,0.7758009336568311,0.1804375268750581,0.29272862342196004,0.4370177554567838,0.48582268513368687,0.6429829220702172,0.7310253681862665,0.11945481598377228,0.13662271201610565
32,0.19637440500630976,0.31748025938055324,0.4681838435801538,0.520139151492173,0.6850151956395175,0.7735893656632902,0.17965895914935534,0.2922305843309022,0.4345067849169135,0.4844030760161919,0.6419071679402809,0.7302010366483552,0.11761080473661423,0.1517617553472519
34,0.19801846619238467,0.31788619641982147,0.46701719453158885,0.5194287397731053,0.6836530801826228,0.7732116412257238,0.18227973657367408,0.2917256712271364,0.4330337727113569,0.4831146025866479,0.6393159846102509,0.726218231318938,0.11238651722669601,0.14788590371608734
36,0.19709297666881528,0.3187916362291254,0.4716275482064013,0.5232472485277712,0.6871040796715544,0.7752316079718777,0.17857414901494312,0.29206916919902787,0.43623068351411165,0.48630084017971587,0.6426961315329877,0.7301102006677397,0.11649711430072784,0.15106956660747528
38,0.19831924509277413,0.3191280612137062,0.47032254935395496,0.5247138059834271,0.6899042689091988,0.7780674730098718,0.1810871635276095,0.29181591718726707,0.4358010473094738,0.4852925113351427,0.6459246625880719,0.7315081047339175,0.10938137024641037,0.15023212134838104
40,0.1980705699990639,0.32146031022150967,0.47472558087125216,0.5269449341407212,0.6919792833161134,0.7807093357138349,0.18217910302250095,0.2966384837089207,0.4381413808966094,0.4884584715938023,0.6465193261824099,0.7324882991377526,0.12014737725257874,0.1461048424243927
42,0.20415210186301905,0.32723923789097603,0.479361995962727,0.5318225641969343,0.6957362979387058,0.7834744490177898,0.18680430618277966,0.29964807932466386,0.44136793463894997,0.4915599373284531,0.6477783697981973,0.7337269736514923,0.11178211867809296,0.1383395940065384
44,0.20189615803154287,0.3243460318065756,0.47851810319383065,0.5313862786623792,0.6957171623107603,0.7823888191961926,0.1853853463902571,0.29951770873687983,0.4421967177662589,0.49204219045884806,0.6470220635050825,0.7339873792791552,0.10938194394111633,0.1432708501815796
46,0.19936139060420352,0.3231784371989698,0.47815165993202907,0.5310703854571195,0.6946254335919967,0.7830751633977779,0.18035087846999065,0.2951315242547982,0.43757975157632184,0.48907210497198844,0.6463837983945442,0.7325986227957705,0.1101381853222847,0.1376148760318756
48,0.20354949361896235,0.326415819525847,0.4790676229894954,0.5330257885551336,0.6957680763911861,0.783545093467333,0.18470727622656702,0.2990760714471814,0.44245907527803763,0.4922264271598402,0.6493290859945031,0.7350466017413956,0.11353810131549835,0.1406785398721695
50,0.2057874676747546,0.3286486221639472,0.48236472519808765,0.5343864142664461,0.6970536265515872,0.7837574286886061,0.18625327137519182,0.30174055509064257,0.4442280800107347,0.49427165406451695,0.6493570719781008,0.736543117152727,0.11200010776519775,0.13579009473323822
52,0.20286998961901054,0.3259037278952843,0.4802403457452214,0.534169717609108,0.6984760556313139,0.7850192554066733,0.18470129363950183,0.2982675205695559,0.4412481373309119,0.49177373764085386,0.6496756919728524,0.7367930913293557,0.10615907609462738,0.13701970875263214
54,0.20118322250957865,0.32476876783022496,0.4784330741994773,0.5318160375483172,0.6967078490802093,0.7832152661757181,0.1849427517516068,0.29642001558560593,0.44213673161408296,0.493776127908517,0.6499406055039832,0.7362046598730713,0.11682180315256119,0.14526686072349548
56,0.20237807064356245,0.3286655463474906,0.4812073017901178,0.5343023335142324,0.6977305108259865,0.7840981416852061,0.18512087564509988,0.3003407148407699,0.44275835180431,0.49350096911505226,0.6483729706592705,0.735167260695912,0.11727749556303024,0.14437852799892426
58,0.20499662018788628,0.3301162356967531,0.48273640036869303,0.5355531706938437,0.698827924784382,0.7863528312341382,0.18670270914728898,0.3019202369135272,0.44623946785591356,0.49592768370934487,0.6522443040028298,0.735882898164288,0.10559340566396713,0.13795000314712524
60,0.20247379121019612,0.32797195686435643,0.48295693374248133,0.5352860781026992,0.6992792938257903,0.7862821319959203,0.18540207939075587,0.3000082868644582,0.4435932749448543,0.4942351639106874,0.6513543888616329,0.7371365921812836,0.10864783823490143,0.1453447937965393
62,0.20558120017619902,0.3315876290346878,0.4854257610087238,0.5378099345492382,0.7003274675475126,0.7872213283198091,0.18651514227186064,0.3015009479736424,0.44509698179601614,0.49542661926442016,0.6512846811573153,0.7375464653683237,0.11426454782485962,0.14379020035266876
64,0.2038434975367342,0.3278179007282335,0.48229653177326454,0.5356471578990208,0.6985726666682699,0.7857418932119445,0.18606232578260545,0.3015354824695094,0.4441602944657115,0.4952976368887865,0.6499147463859329,0.7357592649852157,0.11468466371297836,0.1432904750108719
66,0.20674091776480258,0.33392941083995137,0.4876348559489292,0.5404421088173248,0.7031836521267358,0.789730225819636,0.19077563778229126,0.30417510869618114,0.44916224980918285,0.4980201344849022,0.651793064199283,0.7381744306328807,0.10213584452867508,0.1504678875207901
68,0.20799240411731038,0.33207185312221865,0.4868573890679364,0.5385826627163035,0.7015985297269871,0.7880680945723243,0.18951771924660982,0.3042695685341548,0.4463744339280251,0.49726940858529745,0.6513105074949197,0.736888783050812,0.10237821191549301,0.14603936672210693
70,0.20649172504242103,0.3327898275654366,0.4854740906570505,0.5376839569428371,0.7012494116652054,0.787667063151539,0.1876373846716644,0.30255018178431187,0.44637202464985115,0.49523867584783626,0.6503041660023402,0.7361620277439775,0.10754992067813873,0.13073961436748505
72,0.20757457887452072,0.3328216453696369,0.4853914577595266,0.5381578473342026,0.6995869299667191,0.7866543421367527,0.18899404215233115,0.3033993656935656,0.4448283402034739,0.4951897708117301,0.6499146899473428,0.7347740973562731,0.10672087967395782,0.1349048912525177
74,0.20552820070619107,0.3313245400585203,0.4874801459696252,0.5390015938871819,0.7025956643472633,0.7881814330426506,0.18726985835418078,0.30172202806087084,0.44678204746768624,0.49780650917218683,0.6512538578531455,0.7364124137828879,0.10422166436910629,0.1381129026412964
76,0.20835774576989977,0.3350970381441359,0.4894599760031804,0.5419560279228192,0.7050434647429922,0.7910776750096151,0.1880853587261077,0.3047905176386223,0.4505451972364326,0.4999842352245079,0.6544523550785106,0.7398330661967386,0.10694769024848938,0.1484602987766266
78,0.2081766189803792,0.33434329475081453,0.4870436439551429,0.5397740634021159,0.7027323780145763,0.7898853770514783,0.1900620923091662,0.30484905036508836,0.4463933671218813,0.4971756671169513,0.6517503544084633,0.7387891628104211,0.10009939968585968,0.14319941401481628
80,0.20708084016289652,0.3341139066320366,0.48860159576203727,0.5411872328750685,0.7038927331827296,0.7895426094250074,0.18803078972253656,0.3040609176170529,0.4490101195837811,0.4979387682753777,0.653455597553378,0.7391735698186914,0.10965342074632645,0.12975892424583435
82,0.21004008282466338,0.3364761458104061,0.48918699236476404,0.5418979926674186,0.7052809516304314,0.7915962880760002,0.19005458142275825,0.30817438839379363,0.4502230255883336,0.5007403785830065,0.655424590757224,0.740008019582435,0.12125476449728012,0.14249619841575623
84,0.20943190972614315,0.33593911977034524,0.4895519314065896,0.5429934767420288,0.705221334694829,0.7908730677777124,0.18939747223457612,0.3077831489864671,0.45004758011201035,0.49943030246092895,0.6536423243183368,0.7389839354277656,0.1061602458357811,0.14956940710544586
86,0.20884387073511218,0.33500287349448976,0.4891699933734653,0.5417102630331523,0.704949432879335,0.7908767856240853,0.1893061941020193,0.3048826852923287,0.44643779731466005,0.49786708398615964,0.6524761618799261,0.739517498357254,0.10461684316396713,0.13723574578762054
88,0.21211292261622278,0.3377295413451011,0.49190479590699804,0.5456553269680959,0.706163481619465,0.7916637705335887,0.1908527247393717,0.3062050984470641,0.4493680616134562,0.4992981888992649,0.6545412014281964,0.7393180109029772,0.11394073814153671,0.1394912451505661
90,0.2110222152031873,0.33655584868925537,0.48930982957140506,0.5423917714802847,0.7042664497955549,0.7910197805695243,0.19155399838989615,0.3066612994474733,0.44886683562118296,0.5002748686214114,0.6527610458862176,0.7392093324795422,0.10179662704467773,0.1373247355222702
92,0.21228890203258227,0.3395294328808885,0.4929725557730437,0.5458941402401231,0.7064920006661088,0.7918585388567694,0.1906169574304982,0.30843927766394647,0.45226611880688666,0.5017687075910573,0.6559383716242307,0.7395265113305655,0.10906453430652618,0.14320984482765198
94,0.21286328330547039,0.33931991288609537,0.4923934559508505,0.5441856943249569,0.7052817484810762,0.7910629172930858,0.19090328881945884,0.3065155664300067,0.45089355972759754,0.5006897149576262,0.6535259833077701,0.738908212194192,0.10272026807069778,0.14177864789962769
96,0.20977622570551802,0.33291349351356375,0.48739509962031236,0.5397655348561355,0.7018862014918018,0.7883056914121691,0.1874427335915909,0.3044066701471211,0.4456126871341002,0.4943594300299857,0.6507525285391499,0.7370897616719302,0.11650407314300537,0.14311110973358154
98,0.20982471323203825,0.3343136970645398,0.48782112322112214,0.5415796613266936,0.7037344250322457,0.790298168004063,0.18718036627229317,0.3031054091764314,0.4474559622909126,0.49635018446278223,0.651574857328857,0.7373479904416863,0.11227340251207352,0.1403719037771225
100,0.21105281559701208,0.3395680239516863,0.495181441486998,0.5475794950980153,0.7101334590248657,0.7953307195093475,0.1909786843194556,0.3057197732789755,0.4525241792458447,0.5045835610988656,0.6592560039471916,0.7425036205511093,0.10114119946956635,0.1518964022397995
102,0.2115690291206229,0.337190059022402,0.4904349137548078,0.543809147792837,0.7064832815273999,0.7923716356301891,0.1910258546952761,0.3069418098231693,0.4511104388065527,0.5004402496501353,0.6560093182381945,0.7405712852473033,0.11055391281843185,0.14636705815792084
104,0.2092282151046025,0.33769597589709194,0.49036946512813523,0.5433747369237193,0.7063273143606309,0.7918774594539283,0.18865811685212508,0.30492050684273647,0.44860880775333284,0.49708456548688906,0.6524368263489129,0.7398533545769356,0.10637839883565903,0.14338506758213043
106,0.2098154408384888,0.3352422211564336,0.48903321891021134,0.5423676371887217,0.7042024694958798,0.7905006324072416,0.1880998004288406,0.3050577945630969,0.4505260166879347,0.4982404378401429,0.653360485774428,0.7392581575248792,0.11378750205039978,0.13942401111125946
108,0.2097182630734687,0.33698032052332905,0.492111722671606,0.5445345994038638,0.7068635505879929,0.7924076411602595,0.18888617117272521,0.30862642317807143,0.45186475436847046,0.49993860719720773,0.6549504797725711,0.740531700870487,0.1078096553683281,0.1359827220439911
110,0.21176022747918813,0.33985522891795084,0.49408004201958383,0.5469866944423959,0.7083668784342438,0.7936201922892314,0.19165976374657137,0.3089510447918554,0.45053904081727053,0.5012532539519307,0.6544100961317412,0.7386417259046358,0.10748468339443207,0.1440676748752594
112,0.21165327569063105,0.33650398070876286,0.4906737133486302,0.5435591856852029,0.7064029670191488,0.7934453909256016,0.18917299427980117,0.3054244551793676,0.450725190562599,0.49997023586600237,0.6555882124083909,0.7394121090499456,0.10660889744758606,0.1471635103225708
114,0.2132711467149175,0.3374525619165779,0.491456641435639,0.5445580093303489,0.7061649463034051,0.792027266194713,0.1901867804464835,0.3065743301640729,0.44917132417212885,0.49945953080996447,0.6536070914120462,0.7391334503369866,0.11128406971693039,0.1396225094795227
116,0.21124982586413443,0.33833428002874993,0.49283556019155916,0.5459062696527438,0.7088372508296219,0.7940726265684033,0.19175918765368963,0.30803021782456935,0.45081406049210504,0.501473250851569,0.6568868425072922,0.740886234820167,0.11090674251317978,0.1365601271390915
118,0.21131557710655863,0.33918231100775814,0.4928873374588021,0.5457036129904567,0.7087965193040767,0.7933128921694025,0.18784754598230566,0.30741438080650746,0.4502766646632997,0.5019140171513908,0.6554146938595702,0.7410628950719014,0.10843612998723984,0.1423640251159668
120,0.2102888399977971,0.3378370742089664,0.4912206134394041,0.5443821618925259,0.7065504863199041,0.7926060451187279,0.19048792694301933,0.30796921991156856,0.4532833048347981,0.5015688478131407,0.6559509176253955,0.7399624323005998,0.10183004289865494,0.13118506968021393
122,0.2141893655452513,0.341396363219358,0.4966476657861497,0.5486231490992771,0.7099968685989678,0.7955484329430138,0.19442217496980746,0.3098478409430902,0.4553141356508217,0.504891108231574,0.6585110124973031,0.7441060611327364,0.10777608305215836,0.1336764246225357
124,0.20994643657760473,0.33787098898850243,0.4924986143778672,0.545567778561598,0.7080824193914786,0.7938894496915536,0.18867901042818627,0.30556152742947634,0.45207865482723597,0.5010434869265294,0.6560765065900119,0.7401141130258483,0.11636984348297119,0.13962848484516144
126,0.21295406608769693,0.33888059516133073,0.4930262157467893,0.5459705720245627,0.7090899342364293,0.7954569396576704,0.18966298584806562,0.3072787060108415,0.45205928571177134,0.5030890532648628,0.6567262617953415,0.7415844052318762,0.10079555958509445,0.14473146200180054
128,0.2105539369820119,0.3367354715231644,0.49161397770953813,0.543930848119482,0.707699900916513,0.7934747448857756,0.1901197994487565,0.30588312166828463,0.4502713913001074,0.49911965095618244,0.6526803475881011,0.7388471226374242,0.10606109350919724,0.1374209225177765
130,0.2138138277310618,0.3405077088838237,0.4949416689420695,0.5473693243306643,0.7087865559337627,0.7942618174165693,0.19301259581648206,0.31075644492282356,0.45340904266037807,0.5030351108614701,0.6573297112279198,0.7423474676051077,0.0969834178686142,0.13582879304885864
132,0.21354981267851847,0.3405087445435611,0.49457129490881757,0.5476830409369764,0.710350856580061,0.7951790199304496,0.1910398398743637,0.30911889153185595,0.4523470111696108,0.5009929247704706,0.6559414182940178,0.7413987381300235,0.09022118151187897,0.14898642897605896
134,0.21303975615406487,0.33923584784765065,0.49426844522490593,0.5470506998601405,0.7091694999438937,0.7942468610782258,0.19228610812025373,0.30809070762636787,0.45215943077634335,0.5028535807017362,0.6554000646086036,0.7401885811003522,0.10618875175714493,0.13666774332523346
136,0.20938274971140342,0.3377531980096767,0.4926480469190273,0.5468779003429115,0.709811460886949,0.7957770543537429,0.18972400097924558,0.30662413994178256,0.4522146791789033,0.5021112422475345,0.6571029307728418,0.7410599823050158,0.10376881808042526,0.14977140724658966
138,0.21294876247715583,0.3403972501760444,0.49416426597100876,0.5472839882909105,0.7089229868846694,0.7941797837461884,0.19251930836922387,0.31025580243886014,0.45442050954373137,0.5032019507356041,0.6567778546023919,0.7410118796483209,0.10711098462343216,0.13586729764938354
140,0.21471668333752736,0.3415161920819195,0.49476060370394853,0.5475594034357102,0.7092394933426918,0.7951317942288233,0.19208645126572102,0.31041033709058596,0.45262522942604927,0.5039698094656317,0.6569962141999837,0.7425127025025138,0.09620402008295059,0.14030511677265167
142,0.21505174411419906,0.3411554786241583,0.495747823306832,0.5484300379065925,0.7101127784583189,0.7951368799084735,0.1938674878214967,0.3107134892882187,0.4529924218188116,0.502309502363997,0.6582168468268659,0.7419053147330341,0.10439452528953552,0.1375020295381546
144,0.21097695936661667,0.33745258681733464,0.4919749691956484,0.5451750178748224,0.7085724812148405,0.7940929949619473,0.19047079538560868,0.3068055991968693,0.45116873258252993,0.5011621454453765,0.6573002391650714,0.7412571199495368,0.10247509926557541,0.13856562972068787
146,0.21213355981134926,0.3385765853803521,0.4932771903243171,0.5453086479404845,0.7092741886979297,0.79613280708242,0.19051673911251613,0.30852808609299,0.45129099130381856,0.5006274185052909,0.6563020123205981,0.7422590366811098,0.1067609190940857,0.13618101179599762
148,0.2120454346695612,0.3386256122076579,0.494056188258389,0.546858343000199,0.7085523008866802,0.7956812753663748,0.19188103754323987,0.30775644870262725,0.4515848668047848,0.5017956937220048,0.6544996049941666,0.7401620947457939,0.10223379731178284,0.14660176634788513
150,0.21232309730534854,0.33886213907400553,0.49252979293371923,0.5453637127893871,0.708072745149813,0.7950063964661537,0.18968169912335064,0.3061165340060264,0.4499783103008885,0.49885310835899327,0.6542238312625714,0.7387989750123989,0.10175014287233353,0.14548280835151672
152,0.21370203021182566,0.3423787118512938,0.49759488158628545,0.5504233581861513,0.7123466029067786,0.7985201298456848,0.1924046581962729,0.31143295020755446,0.45508452733444704,0.5048211986426915,0.6597947911733478,0.7450978715761932,0.09791169315576553,0.14152872562408447
154,0.21168627654743793,0.339665252856733,0.4942187642014934,0.546889475728531,0.7083723847978813,0.7935262110370779,0.18947242645818807,0.30696733175028384,0.45180571753767357,0.5008019427406312,0.6536959645022902,0.738740275202083,0.09581181406974792,0.1508346050977707
156,0.21136032626930043,0.33944864245070794,0.4926898611297367,0.5456012897731415,0.7083124086419245,0.793506316999536,0.1909733860022113,0.30698552970501414,0.4523887811525991,0.5014489699238972,0.6562701566747106,0.7406362251227622,0.10642284154891968,0.1341727375984192
158,0.21361659527265492,0.3423294582487782,0.49621800617701367,0.5499666665086441,0.7107535244748228,0.7965303083226791,0.19181485566032136,0.3110988054974385,0.4546406309571115,0.5034661369636648,0.6583976444714557,0.7427829778756998,0.10440914332866669,0.13391408324241638
160,0.21392205532836708,0.3411495078053973,0.49628519927375814,0.548586633484497,0.7104216458557282,0.7955008047947965,0.19134063309396604,0.3082259734664218,0.45350982920285,0.502764879218839,0.6583355026078292,0.742572858352804,0.1053629070520401,0.14562931656837463
162,0.21031804115286734,0.3366435608203864,0.4896133962895011,0.5435081794820209,0.7076684548786132,0.793684236137517,0.18900454367096647,0.3048989598062049,0.45035752099635235,0.49949617393188867,0.6557844860662758,0.7408478673197018,0.10193026810884476,0.1424381583929062
164,0.21377387669379297,0.34179174989693645,0.495874172689953,0.5494744404804582,0.7102492806501358,0.7948342244757503,0.19196885834830107,0.30915902259614225,0.45444300701859336,0.5016476470613727,0.656386236359763,0.7415738883511833,0.10471416264772415,0.14765986800193787
166,0.2140474608640845,0.3421706127813036,0.4973913806171609,0.5502133735545036,0.7115083893701792,0.7976001105821128,0.1924800561635615,0.31174235646191617,0.4543822653512246,0.5040818287316408,0.6584655151346779,0.7429620233820953,0.1013825461268425,0.14596977829933167
168,0.214109712718349,0.3408677537467569,0.4937843017449719,0.5472697620787796,0.7096016645493747,0.7946302323668908,0.19403149717649817,0.3094700669051538,0.45195345090399064,0.5013640193703506,0.6563510748921286,0.7409089628605591,0.096580870449543,0.13767267763614655
170,0.21019024975769407,0.3364314109084857,0.4914000863600804,0.5452013702508861,0.7076067552500273,0.7938288526881148,0.19149661476150504,0.3082882261323551,0.4504688568471283,0.499339341276744,0.6543442208132013,0.7397188926787305,0.0978238433599472,0.14001166820526123
172,0.2131775728674969,0.34170957084240183,0.49636715252272,0.5494049991048181,0.7121868228327692,0.7973625236449859,0.19349986610779912,0.31014513690110374,0.4535218954329998,0.5043603835533437,0.6584518655843272,0.74317344906113,0.10270324349403381,0.14416936039924622
174,0.2133466637689188,0.3413209451458074,0.49612539490864793,0.547946586138445,0.7097710460034905,0.7954027804290996,0.19286047699172013,0.31109221305593643,0.45484243752044917,0.5046400074195865,0.6585805290584588,0.7427527360137609,0.10472419112920761,0.13621027767658234
176,0.21252961696718448,0.3389027726879119,0.4945317529825952,0.5473918359563588,0.709976526113466,0.7957946603477952,0.19074057810491862,0.30842526545044374,0.45300486592088174,0.502360912958019,0.656991318338934,0.7422379453950833,0.10465748608112335,0.13107043504714966
178,0.21404413676951303,0.34054730518413046,0.49500067760326105,0.5479678408172537,0.7094641885771061,0.7957050846971574,0.1918727757094058,0.30930321836101876,0.4533959557554085,0.5025735747252311,0.6569624797041912,0.7415285869962648,0.11433663219213486,0.14290156960487366
180,0.21403833730441704,0.342439107506063,0.49599399372979025,0.5485986150477481,0.710014572936418,0.7957888051147637,0.19156319638573788,0.3104218862410518,0.45588285788302835,0.5038581026778244,0.6568950393169062,0.7418595600202603,0.10060957819223404,0.1440562605857849
182,0.21591747005503867,0.3444460384372394,0.4984453423223629,0.5507373103240872,0.7131364244615618,0.7979582186157834,0.19598804126915992,0.3116710555341097,0.45619701639613713,0.5050598449701236,0.6592988811175452,0.7437050969514489,0.10525140911340714,0.13621161878108978
184,0.21487657658422032,0.34247197891544523,0.497170277373965,0.5499512758043286,0.711768571321484,0.7970742093041421,0.19674689571124915,0.31307095868651974,0.45530986871847123,0.5045955567769507,0.6587289490138163,0.7435632129848895,0.10291076451539993,0.13374309241771698
186,0.2136774977143645,0.3413902113630995,0.4982138871404682,0.550747541969813,0.7129338067997781,0.7989885889881747,0.19317266997504684,0.3121245025527861,0.4543024149441508,0.5047106237477226,0.6585815484499177,0.7427826176561432,0.09569066017866135,0.13158032298088074
188,0.21333857428050984,0.3431301564867304,0.49690868094083845,0.5499078467666416,0.7131099414643677,0.7987220333296547,0.19522422967879394,0.3115928018500254,0.4562106148402884,0.5040691889986383,0.6580546827695145,0.7433328667358329,0.1019010841846466,0.13577091693878174
190,0.2112933446452581,0.3390327475523495,0.4928658300111942,0.5475241199976967,0.7094736962155335,0.7952925745375696,0.19237065932636785,0.31095179112767163,0.45330295649080277,0.5030591618573861,0.6567689103875755,0.742400003988691,0.11056464165449142,0.1316332370042801
192,0.21432029071197808,0.3418716610482275,0.4977141716565814,0.5505255733322072,0.7126507041369766,0.7978467410261997,0.19305019501071446,0.30990273263488327,0.4562813900412245,0.5057330963913141,0.6576676507282517,0.742278145216883,0.09614990651607513,0.13490109145641327
194,0.2161918586881379,0.34383561342224356,0.49893504154470486,0.5510067125923258,0.7128941767474379,0.7978562832557079,0.19546351027825223,0.31370586443817744,0.456377133425625,0.5066865502986172,0.6601662260007305,0.7430537840677724,0.10036814957857132,0.13363400101661682
196,0.2165267120640643,0.3422400363742122,0.49709030342676785,0.5494019004876128,0.7116559258197067,0.7977852359138975,0.1914681347103364,0.3112521568939486,0.4537990005746345,0.501646212717979,0.6580137623887462,0.7433393033478628,0.10748695582151413,0.13837334513664246
198,0.214154884264199,0.3418719458888895,0.4971609629825847,0.549630993498939,0.7125678248497271,0.7975124110790436,0.19341247021213476,0.3104670840946183,0.45477565582521984,0.5055992191535196,0.6597100858072998,0.7442089753845091,0.10735619068145752,0.13777515292167664
200,0.21307543426517758,0.3402619128149698,0.49436493945952587,0.5485318069124226,0.7100780714597109,0.7954705228369546,0.19254022846723484,0.3069643594364654,0.45251235308870186,0.5019899910665331,0.6574472870811455,0.7427572388551148,0.1071324273943901,0.14744523167610168
202,0.2141753081748288,0.34197374345884823,0.49597257509574955,0.5495446801180758,0.7106590175846482,0.7964903509268436,0.19238027211814596,0.3101799895808781,0.4526581435325051,0.5033999591224342,0.6573729239472884,0.7436380956095039,0.10159465670585632,0.14419062435626984
204,0.21100289328745214,0.33652410076458034,0.49155169545972205,0.5447545093622504,0.7076604284275505,0.7941477362488555,0.18839132257260852,0.30509422350754867,0.4504837919779223,0.5006827653467268,0.6567816272385544,0.7398945203986546,0.10848397761583328,0.1471107304096222
206,0.2109317468158424,0.3401899024163219,0.4950248084096345,0.5491900525502469,0.711707435381616,0.7972553941094889,0.18938708096838724,0.31068625413828144,0.4541129187525948,0.5044104380410623,0.6575302932193997,0.7418376052660236,0.10574953258037567,0.13624989986419678
208,0.21373535697512877,0.34212066193274765,0.4983992509307111,0.5518498159197945,0.713319413431404,0.7988878775413306,0.1936840428668434,0.3093420637252767,0.45631413111572694,0.5073008573919813,0.6599969796903012,0.745291084379578,0.109442800283432,0.14274555444717407
210,0.21460969131058846,0.34379255008152365,0.4983161242246792,0.5514436234726658,0.712773587953228,0.7979570140198244,0.19498733132882787,0.31105531993386326,0.45698677284079736,0.5063621121621115,0.6570090141081397,0.7424987822273753,0.09811251610517502,0.13472776114940643
212,0.21338427161401063,0.34256491259130806,0.4971247960539363,0.5503182161683136,0.7126239279316198,0.797704036899067,0.19200443560763739,0.31272887748824857,0.45571717545188783,0.5063809976775838,0.6582934720394535,0.7444078460520842,0.10200696438550949,0.1409974843263626
214,0.21538132932839002,0.3452030950814877,0.5001632071836912,0.5532598013819248,0.7139579737708271,0.799570138476434,0.19619900390612005,0.31461106325871985,0.4589103413958015,0.5086597117800291,0.6609538769789491,0.7447542529983389,0.10281839966773987,0.14294201135635376
