epoch,train_recall,test_recall,train_loss,val_loss
0,0.013688897238344813,0.014135166205605725,"tensor(0.6885, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.6699, device='cuda:0')"
0,0.024841279368721783,0.025055342286205096,"tensor(0.6323, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.6266, device='cuda:0')"
0,0.030136887486066362,0.030205265496531755,"tensor(0.6216, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.6159, device='cuda:0')"
0,0.03470068865806797,0.0350676270486749,"tensor(0.5955, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5909, device='cuda:0')"
0,0.03582604746667549,0.03637203608952816,"tensor(0.5729, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5682, device='cuda:0')"
0,0.036023929330345116,0.036421613056801604,"tensor(0.5736, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5699, device='cuda:0')"
0,0.036841730637858124,0.03710116741963567,"tensor(0.5549, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5520, device='cuda:0')"
0,0.03733820936179652,0.03750995774712552,"tensor(0.5439, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5417, device='cuda:0')"
0,0.03741609582594459,0.03735979688264025,"tensor(0.5400, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5378, device='cuda:0')"
0,0.038227541529714686,0.038236252029635334,"tensor(0.5356, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5350, device='cuda:0')"
0,0.03882346387039434,0.03893271766982697,"tensor(0.5273, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5251, device='cuda:0')"
0,0.03893868753834467,0.03876918290138505,"tensor(0.5373, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5346, device='cuda:0')"
0,0.039140718907296354,0.038895866907275756,"tensor(0.5337, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5306, device='cuda:0')"
0,0.040694627278662375,0.040137548647323246,"tensor(0.5321, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5296, device='cuda:0')"
0,0.04109628178518578,0.040731105635837116,"tensor(0.5099, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5076, device='cuda:0')"
0,0.04209557528587494,0.04187760793169323,"tensor(0.5234, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5209, device='cuda:0')"
0,0.04239797892807613,0.04203722217111185,"tensor(0.5216, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5190, device='cuda:0')"
0,0.04303514431840294,0.04272216101537142,"tensor(0.5257, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5229, device='cuda:0')"
0,0.043382974205232426,0.043068106978076816,"tensor(0.5277, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5255, device='cuda:0')"
0,0.044303538672156945,0.044161351861712606,"tensor(0.5177, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5148, device='cuda:0')"
0,0.04495843909422784,0.04523071492546178,"tensor(0.5198, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5156, device='cuda:0')"
0,0.04631366643118786,0.04661301077859828,"tensor(0.5103, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5056, device='cuda:0')"
0,0.04767107384524854,0.04688340617989341,"tensor(0.5133, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5098, device='cuda:0')"
0,0.04773039174960115,0.04805232569318341,"tensor(0.5122, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5103, device='cuda:0')"
0,0.04923117643237252,0.0487686327659615,"tensor(0.4912, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4878, device='cuda:0')"
0,0.04896694146480173,0.04846752489229866,"tensor(0.5006, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4978, device='cuda:0')"
0,0.0499137602645274,0.049744713404913765,"tensor(0.5002, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4961, device='cuda:0')"
0,0.05085932041076808,0.05025794204748357,"tensor(0.4946, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4897, device='cuda:0')"
0,0.05052880795762066,0.05036652523133397,"tensor(0.4909, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4884, device='cuda:0')"
0,0.053573367833234534,0.05304566374323976,"tensor(0.5092, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.5070, device='cuda:0')"
0,0.05364283632642461,0.053277951168748894,"tensor(0.4955, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4940, device='cuda:0')"
0,0.05540834121894777,0.054598901097391885,"tensor(0.4966, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4942, device='cuda:0')"
0,0.05387628685990069,0.05318585510941182,"tensor(0.4992, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4971, device='cuda:0')"
0,0.05602014377518791,0.05571851348871497,"tensor(0.4896, device='cuda:0', grad_fn=<NegBackward0>)","tensor(0.4885, device='cuda:0')"
